id,date,value
ch.kof.globalbaro.coincident,1991-07-01,93.8036002023998
ch.kof.globalbaro.coincident,1991-08-01,95.6414551629517
ch.kof.globalbaro.coincident,1991-09-01,95.9074988115852
ch.kof.globalbaro.coincident,1991-10-01,92.4662343542137
ch.kof.globalbaro.coincident,1991-11-01,92.4968221283332
ch.kof.globalbaro.coincident,1991-12-01,93.1533443321927
ch.kof.globalbaro.coincident,1992-01-01,93.1893505001107
ch.kof.globalbaro.coincident,1992-02-01,93.8900839120723
ch.kof.globalbaro.coincident,1992-03-01,106.665905014599
ch.kof.globalbaro.coincident,1992-04-01,102.446951393794
ch.kof.globalbaro.coincident,1992-05-01,101.080704424723
ch.kof.globalbaro.coincident,1992-06-01,97.6370856421982
ch.kof.globalbaro.coincident,1992-07-01,93.7962509734858
ch.kof.globalbaro.coincident,1992-08-01,93.0343148851988
ch.kof.globalbaro.coincident,1992-09-01,97.201206836685
ch.kof.globalbaro.coincident,1992-10-01,98.3944538259617
ch.kof.globalbaro.coincident,1992-11-01,98.0861464141648
ch.kof.globalbaro.coincident,1992-12-01,95.1020125500229
ch.kof.globalbaro.coincident,1993-01-01,93.9079837940839
ch.kof.globalbaro.coincident,1993-02-01,101.310316711146
ch.kof.globalbaro.coincident,1993-03-01,98.7613897108929
ch.kof.globalbaro.coincident,1993-04-01,100.325753576352
ch.kof.globalbaro.coincident,1993-05-01,102.237168870174
ch.kof.globalbaro.coincident,1993-06-01,101.317012613553
ch.kof.globalbaro.coincident,1993-07-01,103.549347348652
ch.kof.globalbaro.coincident,1993-08-01,101.962656790317
ch.kof.globalbaro.coincident,1993-09-01,99.630822547109
ch.kof.globalbaro.coincident,1993-10-01,101.296111567579
ch.kof.globalbaro.coincident,1993-11-01,105.506402278356
ch.kof.globalbaro.coincident,1993-12-01,108.01738753769
ch.kof.globalbaro.coincident,1994-01-01,110.109098098115
ch.kof.globalbaro.coincident,1994-02-01,108.021625907042
ch.kof.globalbaro.coincident,1994-03-01,109.113395233654
ch.kof.globalbaro.coincident,1994-04-01,108.012769763974
ch.kof.globalbaro.coincident,1994-05-01,108.804607711605
ch.kof.globalbaro.coincident,1994-06-01,112.236139284031
ch.kof.globalbaro.coincident,1994-07-01,113.190375132496
ch.kof.globalbaro.coincident,1994-08-01,113.291623579499
ch.kof.globalbaro.coincident,1994-09-01,113.648921953702
ch.kof.globalbaro.coincident,1994-10-01,114.136256651845
ch.kof.globalbaro.coincident,1994-11-01,114.44949362325
ch.kof.globalbaro.coincident,1994-12-01,112.522691780288
ch.kof.globalbaro.coincident,1995-01-01,111.817237900263
ch.kof.globalbaro.coincident,1995-02-01,108.208231917331
ch.kof.globalbaro.coincident,1995-03-01,104.338736683321
ch.kof.globalbaro.coincident,1995-04-01,102.458325950198
ch.kof.globalbaro.coincident,1995-05-01,101.482850633645
ch.kof.globalbaro.coincident,1995-06-01,96.0703156570711
