id,date,value
ch.kof.globalbaro.leading,1991-07-01,107.463521708561
ch.kof.globalbaro.leading,1991-08-01,99.8509102929366
ch.kof.globalbaro.leading,1991-09-01,102.580906421399
ch.kof.globalbaro.leading,1991-10-01,102.032867179371
ch.kof.globalbaro.leading,1991-11-01,111.167804724264
ch.kof.globalbaro.leading,1991-12-01,106.516043496665
ch.kof.globalbaro.leading,1992-01-01,107.604570244878
ch.kof.globalbaro.leading,1992-02-01,105.183319488878
ch.kof.globalbaro.leading,1992-03-01,109.584588596137
ch.kof.globalbaro.leading,1992-04-01,111.281109808191
ch.kof.globalbaro.leading,1992-05-01,106.674329619825
ch.kof.globalbaro.leading,1992-06-01,102.864163512433
ch.kof.globalbaro.leading,1992-07-01,98.1051889150741
ch.kof.globalbaro.leading,1992-08-01,97.1958761658304
ch.kof.globalbaro.leading,1992-09-01,100.400414577807
ch.kof.globalbaro.leading,1992-10-01,100.906829776173
ch.kof.globalbaro.leading,1992-11-01,106.814905789193
ch.kof.globalbaro.leading,1992-12-01,105.166802182
ch.kof.globalbaro.leading,1993-01-01,110.428127238356
ch.kof.globalbaro.leading,1993-02-01,112.219008029013
ch.kof.globalbaro.leading,1993-03-01,109.357923700309
ch.kof.globalbaro.leading,1993-04-01,107.918783071368
ch.kof.globalbaro.leading,1993-05-01,104.266143633205
ch.kof.globalbaro.leading,1993-06-01,102.556513082679
ch.kof.globalbaro.leading,1993-07-01,102.97512589384
ch.kof.globalbaro.leading,1993-08-01,108.297253551231
ch.kof.globalbaro.leading,1993-09-01,113.137319184134
ch.kof.globalbaro.leading,1993-10-01,112.125788509602
ch.kof.globalbaro.leading,1993-11-01,110.209583283874
ch.kof.globalbaro.leading,1993-12-01,111.375789282791
ch.kof.globalbaro.leading,1994-01-01,106.858315275836
ch.kof.globalbaro.leading,1994-02-01,109.546133135013
ch.kof.globalbaro.leading,1994-03-01,113.078435158748
ch.kof.globalbaro.leading,1994-04-01,111.442083596971
ch.kof.globalbaro.leading,1994-05-01,111.582811637185
ch.kof.globalbaro.leading,1994-06-01,109.574821685619
ch.kof.globalbaro.leading,1994-07-01,112.799847650391
ch.kof.globalbaro.leading,1994-08-01,111.052939950036
ch.kof.globalbaro.leading,1994-09-01,110.209827231943
ch.kof.globalbaro.leading,1994-10-01,110.554035360251
ch.kof.globalbaro.leading,1994-11-01,114.146303023872
ch.kof.globalbaro.leading,1994-12-01,110.594216003771
ch.kof.globalbaro.leading,1995-01-01,111.065692703041
ch.kof.globalbaro.leading,1995-02-01,104.489514858532
ch.kof.globalbaro.leading,1995-03-01,96.7860434702402
ch.kof.globalbaro.leading,1995-04-01,95.1340231403625
ch.kof.globalbaro.leading,1995-05-01,92.5465121764151
ch.kof.globalbaro.leading,1995-06-01,91.7340955165502
ch.kof.globalbaro.leading,1995-07-01,87.2312195450045
ch.kof.globalbaro.leading,1995-08-01,82.522443395322
ch.kof.globalbaro.leading,1995-09-01,81.1856883846437
ch.kof.globalbaro.leading,1995-10-01,81.2217468422779
ch.kof.globalbaro.leading,1995-11-01,80.6250956869739
ch.kof.globalbaro.leading,1995-12-01,81.6263835109724
ch.kof.globalbaro.leading,1996-01-01,84.4488771202903
ch.kof.globalbaro.leading,1996-02-01,87.6299664955299
